team_id,team1_wins,team2_wins,team1_avgscore,team2_avgscore,team1_avgseed,team2_avgseed,pred
N_506_683,0,0,0,0,16,0,0
N_506_689,0,0,0,0,16,0,0
N_506_708,0,29,0,80.1379,16,3,0
N_506_714,0,0,0,0,16,11,0
N_506_720,0,12,0,76.8333,16,3,0
N_506_721,0,12,0,75.3333,16,6,0
N_506_722,0,12,0,72.4167,16,6,0
N_506_731,0,10,0,73.1000,16,4,0
N_506_733,0,0,0,0,16,16,0
N_506_738,0,12,0,75.5833,16,6,0
N_506_740,0,0,0,0,16,16,0
N_506_745,0,0,0,0,16,0,0
N_506_765,0,0,0,0,16,0,0
N_506_766,0,2,0,82.0000,16,14,0
N_506_786,0,18,0,73.3333,16,4,0
N_506_789,0,9,0,70.6667,16,7,0
N_506_790,0,8,0,74.8750,16,4,0
N_506_793,0,19,0,75.6316,16,5,0
N_506_794,0,4,0,68.2500,16,8,0
N_506_810,0,24,0,74.2917,16,4,0
N_506_818,0,5,0,77.4000,16,6,0
N_506_821,0,15,0,70.6667,16,6,0
N_506_822,0,1,0,77.0000,16,13,0
N_506_825,0,1,0,79.0000,16,12,0
N_506_829,0,9,0,75.8889,16,6,0
N_506_835,0,2,0,86.5000,16,12,0
N_506_839,0,9,0,71.8889,16,3,0
N_506_840,0,6,0,79.5000,16,6,0
N_506_843,0,9,0,75.0000,16,7,0
N_506_849,0,14,0,69.0714,16,5,0
N_506_853,0,10,0,78.5000,16,7,0
N_509_511,0,26,0,82.0769,15,4,0
N_509_512,0,1,0,84.0000,15,10,0
N_509_524,0,0,0,0,15,0,0
N_509_527,0,8,0,73.6250,15,6,0
N_509_535,0,6,0,67.5000,15,10,0
N_509_536,0,0,0,0,15,10,0
N_509_539,0,4,0,72.0000,15,7,0
N_509_547,0,2,0,74.0000,15,14,0
N_509_551,0,2,0,66.5000,15,6,0
N_509_552,0,0,0,0,15,0,0
N_509_559,0,27,0,77.9630,15,2,0
N_509_561,0,0,0,0,15,14,0
N_509_565,0,0,0,0,15,13,0
N_509_569,0,0,0,0,15,8,0
N_509_577,0,30,0,80.2667,15,2,0
N_509_586,0,0,0,0,15,14,0
N_509_595,0,1,0,96.0000,15,12,0
N_509_607,0,12,0,79.4167,15,7,0
N_509_623,0,17,0,78.0000,15,4,0
N_509_636,0,31,0,83.3548,15,2,0
N_509_651,0,14,0,77.6429,15,5,0
N_509_655,0,6,0,67.6667,15,5,0
N_509_660,0,6,0,79.1667,15,5,0
N_509_662,0,19,0,80.3158,15,3,0
N_509_666,0,12,0,78.3333,15,3,0
N_509_670,0,1,0,80.0000,15,5,0
N_509_671,0,26,0,72.5769,15,5,0
N_509_673,0,4,0,81.0000,15,5,0
N_509_675,0,8,0,72.2500,15,5,0
N_509_676,0,5,0,80.0000,15,8,0
N_509_682,0,0,0,0,15,0,0
N_509_683,0,0,0,0,15,0,0
N_509_689,0,0,0,0,15,0,0
N_509_708,0,29,0,80.1379,15,3,0
N_509_714,0,0,0,0,15,11,0
N_509_720,0,12,0,76.8333,15,3,0
N_509_721,0,12,0,75.3333,15,6,0
N_509_722,0,12,0,72.4167,15,6,0
N_509_731,0,10,0,73.1000,15,4,0
N_509_733,0,0,0,0,15,16,0
N_509_738,0,12,0,75.5833,15,6,0
N_509_740,0,0,0,0,15,16,0
N_509_745,0,0,0,0,15,0,0
N_509_765,0,0,0,0,15,0,0
N_509_766,0,2,0,82.0000,15,14,0
N_509_786,0,18,0,73.3333,15,4,0
N_509_789,0,9,0,70.6667,15,7,0
N_509_790,0,8,0,74.8750,15,4,0
N_509_793,0,19,0,75.6316,15,5,0
N_509_794,0,4,0,68.2500,15,8,0
N_509_810,0,24,0,74.2917,15,4,0
N_509_818,0,5,0,77.4000,15,6,0
N_509_821,0,15,0,70.6667,15,6,0
N_509_822,0,1,0,77.0000,15,13,0
N_509_825,0,1,0,79.0000,15,12,0
N_509_829,0,9,0,75.8889,15,6,0
N_509_835,0,2,0,86.5000,15,12,0
N_509_839,0,9,0,71.8889,15,3,0
N_509_840,0,6,0,79.5000,15,6,0
N_509_843,0,9,0,75.0000,15,7,0
N_509_849,0,14,0,69.0714,15,5,0
N_509_853,0,10,0,78.5000,15,7,0
N_511_512,26,1,82.0769,84.0000,4,10,0
N_511_524,26,0,82.0769,0,4,0,0
N_511_527,26,8,82.0769,73.6250,4,6,0
N_511_535,26,6,82.0769,67.5000,4,10,0
N_511_536,26,0,82.0769,0,4,10,0
N_511_539,26,4,82.0769,72.0000,4,7,0
N_511_547,26,2,82.0769,74.0000,4,14,0
N_511_551,26,2,82.0769,66.5000,4,6,0
N_511_552,26,0,82.0769,0,4,0,0
N_511_559,26,27,82.0769,77.9630,4,2,0
N_511_561,26,0,82.0769,0,4,14,0
N_511_565,26,0,82.0769,0,4,13,0
N_511_569,26,0,82.0769,0,4,8,0
N_511_577,26,30,82.0769,80.2667,4,2,0
N_511_586,26,0,82.0769,0,4,14,0
N_511_595,26,1,82.0769,96.0000,4,12,0
N_511_607,26,12,82.0769,79.4167,4,7,0
N_511_623,26,17,82.0769,78.0000,4,4,0
N_511_636,26,31,82.0769,83.3548,4,2,0
N_511_651,26,14,82.0769,77.6429,4,5,0
N_511_655,26,6,82.0769,67.6667,4,5,0
N_511_660,26,6,82.0769,79.1667,4,5,0
N_511_662,26,19,82.0769,80.3158,4,3,0
N_511_666,26,12,82.0769,78.3333,4,3,0
N_511_670,26,1,82.0769,80.0000,4,5,0
N_511_671,26,26,82.0769,72.5769,4,5,0
N_511_673,26,4,82.0769,81.0000,4,5,0
N_511_675,26,8,82.0769,72.2500,4,5,0
N_511_676,26,5,82.0769,80.0000,4,8,0
N_511_682,26,0,82.0769,0,4,0,0
N_511_683,26,0,82.0769,0,4,0,0
N_511_689,26,0,82.0769,0,4,0,0
N_511_708,26,29,82.0769,80.1379,4,3,0
N_511_714,26,0,82.0769,0,4,11,0
N_511_720,26,12,82.0769,76.8333,4,3,0
N_511_721,26,12,82.0769,75.3333,4,6,0
N_511_722,26,12,82.0769,72.4167,4,6,0
N_511_731,26,10,82.0769,73.1000,4,4,0
N_511_733,26,0,82.0769,0,4,16,0
N_511_738,26,12,82.0769,75.5833,4,6,0
N_511_740,26,0,82.0769,0,4,16,0
N_511_745,26,0,82.0769,0,4,0,0
N_511_765,26,0,82.0769,0,4,0,0
N_511_766,26,2,82.0769,82.0000,4,14,0
N_511_786,26,18,82.0769,73.3333,4,4,0
N_511_789,26,9,82.0769,70.6667,4,7,0
N_511_790,26,8,82.0769,74.8750,4,4,0
N_511_793,26,19,82.0769,75.6316,4,5,0
N_511_794,26,4,82.0769,68.2500,4,8,0
N_511_810,26,24,82.0769,74.2917,4,4,0
N_511_818,26,5,82.0769,77.4000,4,6,0
N_511_821,26,15,82.0769,70.6667,4,6,0
N_511_822,26,1,82.0769,77.0000,4,13,0
N_511_825,26,1,82.0769,79.0000,4,12,0
N_511_829,26,9,82.0769,75.8889,4,6,0
N_511_835,26,2,82.0769,86.5000,4,12,0
N_511_839,26,9,82.0769,71.8889,4,3,0
N_511_840,26,6,82.0769,79.5000,4,6,0
N_511_843,26,9,82.0769,75.0000,4,7,0
N_511_849,26,14,82.0769,69.0714,4,5,0
N_511_853,26,10,82.0769,78.5000,4,7,0
N_512_524,1,0,84.0000,0,10,0,0
N_512_527,1,8,84.0000,73.6250,10,6,0
N_512_535,1,6,84.0000,67.5000,10,10,0
N_512_536,1,0,84.0000,0,10,10,0
N_512_539,1,4,84.0000,72.0000,10,7,0
N_512_547,1,2,84.0000,74.0000,10,14,0
N_512_551,1,2,84.0000,66.5000,10,6,0
N_512_552,1,0,84.0000,0,10,0,0
N_512_559,1,27,84.0000,77.9630,10,2,0
N_512_561,1,0,84.0000,0,10,14,0
N_512_565,1,0,84.0000,0,10,13,0
N_512_569,1,0,84.0000,0,10,8,0
N_512_577,1,30,84.0000,80.2667,10,2,0
N_512_586,1,0,84.0000,0,10,14,0
N_512_595,1,1,84.0000,96.0000,10,12,0
N_512_607,1,12,84.0000,79.4167,10,7,0
N_512_623,1,17,84.0000,78.0000,10,4,0
N_512_636,1,31,84.0000,83.3548,10,2,0
N_512_651,1,14,84.0000,77.6429,10,5,0
N_512_655,1,6,84.0000,67.6667,10,5,0
N_512_660,1,6,84.0000,79.1667,10,5,0
N_512_662,1,19,84.0000,80.3158,10,3,0
N_512_666,1,12,84.0000,78.3333,10,3,0
N_512_670,1,1,84.0000,80.0000,10,5,0
N_512_671,1,26,84.0000,72.5769,10,5,0
N_512_673,1,4,84.0000,81.0000,10,5,0
N_512_675,1,8,84.0000,72.2500,10,5,0
N_512_676,1,5,84.0000,80.0000,10,8,0
N_512_682,1,0,84.0000,0,10,0,0
N_512_683,1,0,84.0000,0,10,0,0
N_512_689,1,0,84.0000,0,10,0,0
N_512_708,1,29,84.0000,80.1379,10,3,0
N_512_714,1,0,84.0000,0,10,11,0
N_512_720,1,12,84.0000,76.8333,10,3,0
N_512_721,1,12,84.0000,75.3333,10,6,0
N_512_722,1,12,84.0000,72.4167,10,6,0
N_512_731,1,10,84.0000,73.1000,10,4,0
N_512_733,1,0,84.0000,0,10,16,0
N_512_738,1,12,84.0000,75.5833,10,6,0
N_512_740,1,0,84.0000,0,10,16,0
N_512_745,1,0,84.0000,0,10,0,0
N_512_765,1,0,84.0000,0,10,0,0
N_512_766,1,2,84.0000,82.0000,10,14,0
N_512_786,1,18,84.0000,73.3333,10,4,0
N_512_789,1,9,84.0000,70.6667,10,7,0
N_512_790,1,8,84.0000,74.8750,10,4,0
N_512_793,1,19,84.0000,75.6316,10,5,0
N_512_794,1,4,84.0000,68.2500,10,8,0
N_512_810,1,24,84.0000,74.2917,10,4,0
N_512_818,1,5,84.0000,77.4000,10,6,0
N_512_821,1,15,84.0000,70.6667,10,6,0
N_512_822,1,1,84.0000,77.0000,10,13,0
N_512_825,1,1,84.0000,79.0000,10,12,0
N_512_829,1,9,84.0000,75.8889,10,6,0
N_512_835,1,2,84.0000,86.5000,10,12,0
N_512_839,1,9,84.0000,71.8889,10,3,0
N_512_840,1,6,84.0000,79.5000,10,6,0
N_512_843,1,9,84.0000,75.0000,10,7,0
N_512_849,1,14,84.0000,69.0714,10,5,0
N_512_853,1,10,84.0000,78.5000,10,7,0
N_524_527,0,8,0,73.6250,0,6,0
N_524_535,0,6,0,67.5000,0,10,0
N_524_536,0,0,0,0,0,10,0
N_524_539,0,4,0,72.0000,0,7,0
N_524_547,0,2,0,74.0000,0,14,0
N_524_551,0,2,0,66.5000,0,6,0
N_524_552,0,0,0,0,0,0,0
N_524_559,0,27,0,77.9630,0,2,0
N_524_561,0,0,0,0,0,14,0
N_524_565,0,0,0,0,0,13,0
N_524_569,0,0,0,0,0,8,0
N_524_577,0,30,0,80.2667,0,2,0
N_524_586,0,0,0,0,0,14,0
N_524_595,0,1,0,96.0000,0,12,0
N_524_607,0,12,0,79.4167,0,7,0
N_524_623,0,17,0,78.0000,0,4,0
N_524_636,0,31,0,83.3548,0,2,0
N_524_651,0,14,0,77.6429,0,5,0
N_524_655,0,6,0,67.6667,0,5,0
N_524_660,0,6,0,79.1667,0,5,0
N_524_662,0,19,0,80.3158,0,3,0
N_524_666,0,12,0,78.3333,0,3,0
N_524_670,0,1,0,80.0000,0,5,0
N_524_671,0,26,0,72.5769,0,5,0
N_524_673,0,4,0,81.0000,0,5,0
N_524_675,0,8,0,72.2500,0,5,0
N_524_676,0,5,0,80.0000,0,8,0
N_524_682,0,0,0,0,0,0,0
N_524_683,0,0,0,0,0,0,0
N_524_689,0,0,0,0,0,0,0
N_524_708,0,29,0,80.1379,0,3,0
N_524_714,0,0,0,0,0,11,0
N_524_720,0,12,0,76.8333,0,3,0
N_524_721,0,12,0,75.3333,0,6,0
N_524_722,0,12,0,72.4167,0,6,0
N_524_731,0,10,0,73.1000,0,4,0
N_524_733,0,0,0,0,0,16,0
N_524_738,0,12,0,75.5833,0,6,0
N_524_740,0,0,0,0,0,16,0
N_524_745,0,0,0,0,0,0,0
N_524_765,0,0,0,0,0,0,0
N_524_766,0,2,0,82.0000,0,14,0
N_524_786,0,18,0,73.3333,0,4,0
N_524_789,0,9,0,70.6667,0,7,0
N_524_790,0,8,0,74.8750,0,4,0
N_524_793,0,19,0,75.6316,0,5,0
N_524_794,0,4,0,68.2500,0,8,0
N_524_810,0,24,0,74.2917,0,4,0
N_524_818,0,5,0,77.4000,0,6,0
N_524_821,0,15,0,70.6667,0,6,0
N_524_822,0,1,0,77.0000,0,13,0
N_524_825,0,1,0,79.0000,0,12,0
N_524_829,0,9,0,75.8889,0,6,0
N_524_835,0,2,0,86.5000,0,12,0
N_524_839,0,9,0,71.8889,0,3,0
N_524_840,0,6,0,79.5000,0,6,0
N_524_843,0,9,0,75.0000,0,7,0
N_524_849,0,14,0,69.0714,0,5,0
N_524_853,0,10,0,78.5000,0,7,0
N_527_535,8,6,73.6250,67.5000,6,10,0
N_527_536,8,0,73.6250,0,6,10,0
N_527_539,8,4,73.6250,72.0000,6,7,0
N_527_547,8,2,73.6250,74.0000,6,14,0
N_527_551,8,2,73.6250,66.5000,6,6,0
N_527_552,8,0,73.6250,0,6,0,0
N_527_559,8,27,73.6250,77.9630,6,2,0
N_527_561,8,0,73.6250,0,6,14,0
N_527_565,8,0,73.6250,0,6,13,0
N_527_569,8,0,73.6250,0,6,8,0
N_527_577,8,30,73.6250,80.2667,6,2,0
N_527_586,8,0,73.6250,0,6,14,0
N_527_595,8,1,73.6250,96.0000,6,12,0
N_527_607,8,12,73.6250,79.4167,6,7,0
N_527_623,8,17,73.6250,78.0000,6,4,0
N_527_636,8,31,73.6250,83.3548,6,2,0
N_527_651,8,14,73.6250,77.6429,6,5,0
N_527_655,8,6,73.6250,67.6667,6,5,0
N_527_660,8,6,73.6250,79.1667,6,5,0
N_527_662,8,19,73.6250,80.3158,6,3,0
N_527_666,8,12,73.6250,78.3333,6,3,0
N_527_670,8,1,73.6250,80.0000,6,5,0
N_527_671,8,26,73.6250,72.5769,6,5,0
N_527_673,8,4,73.6250,81.0000,6,5,0
N_527_675,8,8,73.6250,72.2500,6,5,0
N_527_676,8,5,73.6250,80.0000,6,8,0
N_527_682,8,0,73.6250,0,6,0,0
N_527_683,8,0,73.6250,0,6,0,0
N_527_689,8,0,73.6250,0,6,0,0
N_527_708,8,29,73.6250,80.1379,6,3,0
N_527_714,8,0,73.6250,0,6,11,0
N_527_720,8,12,73.6250,76.8333,6,3,0
N_527_721,8,12,73.6250,75.3333,6,6,0
N_527_722,8,12,73.6250,72.4167,6,6,0
N_527_731,8,10,73.6250,73.1000,6,4,0
N_527_733,8,0,73.6250,0,6,16,0
N_527_738,8,12,73.6250,75.5833,6,6,0
N_527_740,8,0,73.6250,0,6,16,0
N_527_745,8,0,73.6250,0,6,0,0
N_527_765,8,0,73.6250,0,6,0,0
N_527_766,8,2,73.6250,82.0000,6,14,0
N_527_786,8,18,73.6250,73.3333,6,4,0
N_527_789,8,9,73.6250,70.6667,6,7,0
N_527_790,8,8,73.6250,74.8750,6,4,0
N_527_793,8,19,73.6250,75.6316,6,5,0
N_527_794,8,4,73.6250,68.2500,6,8,0
N_527_810,8,24,73.6250,74.2917,6,4,0
N_527_818,8,5,73.6250,77.4000,6,6,0
N_527_821,8,15,73.6250,70.6667,6,6,0
N_527_822,8,1,73.6250,77.0000,6,13,0
N_527_825,8,1,73.6250,79.0000,6,12,0
N_527_829,8,9,73.6250,75.8889,6,6,0
N_527_835,8,2,73.6250,86.5000,6,12,0
N_527_839,8,9,73.6250,71.8889,6,3,0
N_527_840,8,6,73.6250,79.5000,6,6,0
N_527_843,8,9,73.6250,75.0000,6,7,0
N_527_849,8,14,73.6250,69.0714,6,5,0
N_527_853,8,10,73.6250,78.5000,6,7,0
N_535_536,6,0,67.5000,0,10,10,0
N_535_539,6,4,67.5000,72.0000,10,7,0
N_535_547,6,2,67.5000,74.0000,10,14,0
N_535_551,6,2,67.5000,66.5000,10,6,0
N_535_552,6,0,67.5000,0,10,0,0
N_535_559,6,27,67.5000,77.9630,10,2,0
N_535_561,6,0,67.5000,0,10,14,0
N_535_565,6,0,67.5000,0,10,13,0
N_535_569,6,0,67.5000,0,10,8,0
N_535_577,6,30,67.5000,80.2667,10,2,0
N_535_586,6,0,67.5000,0,10,14,0
N_535_595,6,1,67.5000,96.0000,10,12,0
N_535_607,6,12,67.5000,79.4167,10,7,0
N_535_623,6,17,67.5000,78.0000,10,4,0
N_535_636,6,31,67.5000,83.3548,10,2,0
N_535_651,6,14,67.5000,77.6429,10,5,0
N_535_655,6,6,67.5000,67.6667,10,5,0
N_535_660,6,6,67.5000,79.1667,10,5,0
N_535_662,6,19,67.5000,80.3158,10,3,0
N_535_666,6,12,67.5000,78.3333,10,3,0
N_535_670,6,1,67.5000,80.0000,10,5,0
N_535_671,6,26,67.5000,72.5769,10,5,0
N_535_673,6,4,67.5000,81.0000,10,5,0
N_535_675,6,8,67.5000,72.2500,10,5,0
N_535_676,6,5,67.5000,80.0000,10,8,0
N_535_682,6,0,67.5000,0,10,0,0
N_535_683,6,0,67.5000,0,10,0,0
N_535_689,6,0,67.5000,0,10,0,0
N_535_708,6,29,67.5000,80.1379,10,3,0
N_535_714,6,0,67.5000,0,10,11,0
N_535_720,6,12,67.5000,76.8333,10,3,0
N_535_721,6,12,67.5000,75.3333,10,6,0
N_535_722,6,12,67.5000,72.4167,10,6,0
N_535_731,6,10,67.5000,73.1000,10,4,0
N_535_733,6,0,67.5000,0,10,16,0
N_535_738,6,12,67.5000,75.5833,10,6,0
N_535_740,6,0,67.5000,0,10,16,0
N_535_745,6,0,67.5000,0,10,0,0
N_535_765,6,0,67.5000,0,10,0,0
N_535_766,6,2,67.5000,82.0000,10,14,0
N_535_786,6,18,67.5000,73.3333,10,4,0
N_535_789,6,9,67.5000,70.6667,10,7,0
N_535_790,6,8,67.5000,74.8750,10,4,0
N_535_793,6,19,67.5000,75.6316,10,5,0
N_535_794,6,4,67.5000,68.2500,10,8,0
N_535_810,6,24,67.5000,74.2917,10,4,0
N_535_818,6,5,67.5000,77.4000,10,6,0
N_535_821,6,15,67.5000,70.6667,10,6,0
N_535_822,6,1,67.5000,77.0000,10,13,0
N_535_825,6,1,67.5000,79.0000,10,12,0
N_535_829,6,9,67.5000,75.8889,10,6,0
N_535_835,6,2,67.5000,86.5000,10,12,0
N_535_839,6,9,67.5000,71.8889,10,3,0
N_535_840,6,6,67.5000,79.5000,10,6,0
N_535_843,6,9,67.5000,75.0000,10,7,0
N_535_849,6,14,67.5000,69.0714,10,5,0
N_535_853,6,10,67.5000,78.5000,10,7,0
N_536_539,0,4,0,72.0000,10,7,0
N_536_547,0,2,0,74.0000,10,14,0
N_536_551,0,2,0,66.5000,10,6,0
N_536_552,0,0,0,0,10,0,0
N_536_559,0,27,0,77.9630,10,2,0
N_536_561,0,0,0,0,10,14,0
N_536_565,0,0,0,0,10,13,0
N_536_569,0,0,0,0,10,8,0
N_536_577,0,30,0,80.2667,10,2,0
N_536_586,0,0,0,0,10,14,0
N_536_595,0,1,0,96.0000,10,12,0
N_536_607,0,12,0,79.4167,10,7,0
N_536_623,0,17,0,78.0000,10,4,0
N_536_636,0,31,0,83.3548,10,2,0
N_536_651,0,14,0,77.6429,10,5,0
N_536_655,0,6,0,67.6667,10,5,0
N_536_660,0,6,0,79.1667,10,5,0
N_536_662,0,19,0,80.3158,10,3,0
N_536_666,0,12,0,78.3333,10,3,0
N_536_670,0,1,0,80.0000,10,5,0
N_536_671,0,26,0,72.5769,10,5,0
N_536_673,0,4,0,81.0000,10,5,0
N_536_675,0,8,0,72.2500,10,5,0
N_536_676,0,5,0,80.0000,10,8,0
N_536_682,0,0,0,0,10,0,0
N_536_683,0,0,0,0,10,0,0
N_536_689,0,0,0,0,10,0,0
N_536_708,0,29,0,80.1379,10,3,0
N_536_714,0,0,0,0,10,11,0
N_536_720,0,12,0,76.8333,10,3,0
N_536_721,0,12,0,75.3333,10,6,0
N_536_722,0,12,0,72.4167,10,6,0
N_536_731,0,10,0,73.1000,10,4,0
N_536_733,0,0,0,0,10,16,0
N_536_738,0,12,0,75.5833,10,6,0
N_536_740,0,0,0,0,10,16,0
N_536_745,0,0,0,0,10,0,0
N_536_765,0,0,0,0,10,0,0
N_536_766,0,2,0,82.0000,10,14,0
N_536_786,0,18,0,73.3333,10,4,0
N_536_789,0,9,0,70.6667,10,7,0
N_536_790,0,8,0,74.8750,10,4,0
N_536_793,0,19,0,75.6316,10,5,0
N_536_794,0,4,0,68.2500,10,8,0
N_536_810,0,24,0,74.2917,10,4,0
N_536_818,0,5,0,77.4000,10,6,0
N_536_821,0,15,0,70.6667,10,6,0
N_536_822,0,1,0,77.0000,10,13,0
N_536_825,0,1,0,79.0000,10,12,0
N_536_829,0,9,0,75.8889,10,6,0
N_536_835,0,2,0,86.5000,10,12,0
N_536_839,0,9,0,71.8889,10,3,0
N_536_840,0,6,0,79.5000,10,6,0
N_536_843,0,9,0,75.0000,10,7,0
N_536_849,0,14,0,69.0714,10,5,0
N_536_853,0,10,0,78.5000,10,7,0
N_539_547,4,2,72.0000,74.0000,7,14,0
N_539_551,4,2,72.0000,66.5000,7,6,0
N_539_552,4,0,72.0000,0,7,0,0
N_539_559,4,27,72.0000,77.9630,7,2,0
N_539_561,4,0,72.0000,0,7,14,0
N_539_565,4,0,72.0000,0,7,13,0
N_539_569,4,0,72.0000,0,7,8,0
N_539_577,4,30,72.0000,80.2667,7,2,0
N_539_586,4,0,72.0000,0,7,14,0
N_539_595,4,1,72.0000,96.0000,7,12,0
N_539_607,4,12,72.0000,79.4167,7,7,0
N_539_623,4,17,72.0000,78.0000,7,4,0
N_539_636,4,31,72.0000,83.3548,7,2,0
N_539_651,4,14,72.0000,77.6429,7,5,0
N_539_655,4,6,72.0000,67.6667,7,5,0
N_539_660,4,6,72.0000,79.1667,7,5,0
N_539_662,4,19,72.0000,80.3158,7,3,0
N_539_666,4,12,72.0000,78.3333,7,3,0
N_539_670,4,1,72.0000,80.0000,7,5,0
N_539_671,4,26,72.0000,72.5769,7,5,0
N_539_673,4,4,72.0000,81.0000,7,5,0
N_539_675,4,8,72.0000,72.2500,7,5,0
N_539_676,4,5,72.0000,80.0000,7,8,0
N_539_682,4,0,72.0000,0,7,0,0
N_539_683,4,0,72.0000,0,7,0,0
N_539_689,4,0,72.0000,0,7,0,0
N_539_708,4,29,72.0000,80.1379,7,3,0
N_539_714,4,0,72.0000,0,7,11,0
N_539_720,4,12,72.0000,76.8333,7,3,0
N_539_721,4,12,72.0000,75.3333,7,6,0
N_539_722,4,12,72.0000,72.4167,7,6,0
N_539_731,4,10,72.0000,73.1000,7,4,0
N_539_733,4,0,72.0000,0,7,16,0
N_539_738,4,12,72.0000,75.5833,7,6,0
N_539_740,4,0,72.0000,0,7,16,0
N_539_745,4,0,72.0000,0,7,0,0
N_539_765,4,0,72.0000,0,7,0,0
N_539_766,4,2,72.0000,82.0000,7,14,0
N_539_786,4,18,72.0000,73.3333,7,4,0
N_539_789,4,9,72.0000,70.6667,7,7,0
N_539_790,4,8,72.0000,74.8750,7,4,0
N_539_793,4,19,72.0000,75.6316,7,5,0
N_539_794,4,4,72.0000,68.2500,7,8,0
N_539_810,4,24,72.0000,74.2917,7,4,0
N_539_818,4,5,72.0000,77.4000,7,6,0
N_539_821,4,15,72.0000,70.6667,7,6,0
